,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
22483,Manhattan,40.76126,-73.99685,Entire home/apt,300,2,0,0
22484,Brooklyn,40.70858,-73.95857,Entire home/apt,250,2,5,0
22485,Manhattan,40.82665,-73.94669,Shared room,49,2,52,194
22486,Brooklyn,40.67763,-73.94755,Private room,60,2,7,0
22487,Brooklyn,40.70743,-73.96625,Entire home/apt,224,1,26,192
22488,Brooklyn,40.676320000000004,-73.97328,Entire home/apt,115,3,4,0
22489,Brooklyn,40.69745,-73.93038,Private room,49,1,20,89
22490,Queens,40.75933,-73.82313,Entire home/apt,115,30,3,7
22491,Staten Island,40.57825,-74.08879,Entire home/apt,95,4,45,134
22492,Brooklyn,40.70345,-73.94336,Private room,98,2,22,0
22493,Manhattan,40.76976,-73.95208000000001,Private room,110,3,11,203
22494,Manhattan,40.85354,-73.93095,Private room,50,2,26,24
22495,Brooklyn,40.672129999999996,-73.98141,Private room,75,1,0,0
22496,Manhattan,40.79345,-73.97191,Entire home/apt,50,5,12,0
22497,Brooklyn,40.67038,-73.93214,Private room,27,2,81,84
22498,Brooklyn,40.68371,-73.94156,Entire home/apt,130,4,13,0
22499,Brooklyn,40.6778,-73.96321,Entire home/apt,85,3,5,0
22500,Brooklyn,40.66429,-73.9581,Private room,115,7,2,95
22501,Brooklyn,40.6891,-73.9874,Private room,53,1,10,0
22502,Queens,40.67057,-73.77956,Entire home/apt,80,1,7,304
22503,Manhattan,40.84955,-73.94167,Private room,35,1,6,0
22504,Manhattan,40.81447,-73.94721,Entire home/apt,165,7,35,269
22505,Brooklyn,40.65704,-73.96086,Private room,60,5,15,41
22506,Queens,40.74834,-73.94181,Entire home/apt,379,4,91,152
22507,Manhattan,40.73218,-73.98815,Entire home/apt,285,30,0,364
22508,Brooklyn,40.6536,-73.92643000000001,Private room,60,2,16,0
22509,Manhattan,40.7355,-73.99964,Entire home/apt,329,4,33,16
22510,Manhattan,40.73373,-73.98962,Entire home/apt,225,30,0,347
22511,Bronx,40.8134,-73.89893000000001,Private room,75,3,6,87
22512,Manhattan,40.76889,-73.9548,Private room,100,1,68,5
22513,Manhattan,40.80803,-73.94646999999999,Entire home/apt,200,2,68,43
22514,Manhattan,40.80965,-73.94696,Private room,115,1,120,34
22515,Brooklyn,40.7016,-73.92103,Private room,85,3,8,3
22516,Manhattan,40.797940000000004,-73.97188,Private room,40,1,14,0
22517,Manhattan,40.73916,-73.9822,Entire home/apt,235,1,0,0
22518,Brooklyn,40.68416,-73.97912,Private room,64,1,3,3
22519,Manhattan,40.7523,-73.97299,Entire home/apt,134,4,2,0
22520,Brooklyn,40.645379999999996,-73.954,Entire home/apt,86,14,1,349
22521,Manhattan,40.79967,-73.96251,Entire home/apt,330,3,3,0
22522,Brooklyn,40.65953,-73.94475,Entire home/apt,170,3,19,0
22523,Manhattan,40.71836,-73.99776999999999,Private room,90,1,106,9
22524,Queens,40.757670000000005,-73.83094,Entire home/apt,65,2,84,119
22525,Queens,40.73677,-73.9168,Private room,60,2,2,40
22526,Queens,40.75147,-73.89071,Private room,75,1,6,341
22527,Brooklyn,40.71004,-73.95994,Entire home/apt,265,3,26,70
22528,Manhattan,40.78906,-73.97731999999999,Entire home/apt,148,1,131,277
22529,Queens,40.77751,-73.90902,Private room,95,1,31,90
22530,Manhattan,40.830529999999996,-73.95048,Private room,94,3,2,0
22531,Brooklyn,40.6946,-73.94429000000001,Entire home/apt,109,2,112,258
22532,Manhattan,40.78164,-73.95873,Entire home/apt,490,14,1,180
22533,Manhattan,40.72528,-74.00317,Entire home/apt,200,3,16,15
22534,Brooklyn,40.70655,-73.95405,Private room,69,15,0,0
22535,Queens,40.7447,-73.82497,Entire home/apt,99,3,95,63
22536,Brooklyn,40.68697,-73.9615,Private room,75,4,14,10
22537,Brooklyn,40.7164,-73.95437,Entire home/apt,146,4,58,17
22538,Manhattan,40.74612,-73.97684,Private room,77,2,3,0
22539,Queens,40.69845,-73.8958,Private room,35,30,7,294
22540,Manhattan,40.80567,-73.95676999999999,Entire home/apt,140,2,82,5
22541,Manhattan,40.7883,-73.95017,Private room,100,1,22,0
22542,Queens,40.76417,-73.83008000000001,Private room,45,1,94,62
22543,Brooklyn,40.63381,-73.94395,Entire home/apt,185,6,60,112
22544,Bronx,40.84499,-73.91157,Entire home/apt,60,5,3,0
22545,Queens,40.76518,-73.89182,Private room,50,2,1,34
22546,Brooklyn,40.68699,-73.92345,Private room,50,2,5,0
22547,Brooklyn,40.685829999999996,-73.95296,Private room,47,35,1,75
22548,Manhattan,40.76392,-73.98187,Entire home/apt,186,1,0,0
22549,Manhattan,40.836940000000006,-73.94211999999999,Entire home/apt,100,3,71,363
22550,Manhattan,40.72448,-73.99247,Entire home/apt,400,3,3,14
22551,Bronx,40.87372,-73.84065,Private room,75,1,3,129
22552,Brooklyn,40.67694,-73.94631,Private room,145,3,1,0
22553,Staten Island,40.634570000000004,-74.07817,Private room,65,1,56,351
22554,Brooklyn,40.57609,-73.98605,Entire home/apt,110,3,52,150
22555,Manhattan,40.80405,-73.94513,Entire home/apt,85,7,2,0
22556,Manhattan,40.84062,-73.94125,Entire home/apt,51,1,4,0
22557,Manhattan,40.72412,-73.97910999999999,Entire home/apt,140,5,1,0
22558,Manhattan,40.8043,-73.95106,Entire home/apt,85,1,25,0
22559,Brooklyn,40.69368,-73.9671,Private room,165,2,109,246
22560,Manhattan,40.809470000000005,-73.94066,Private room,30,5,3,0
22561,Manhattan,40.80507,-73.96414,Entire home/apt,116,3,16,0
22562,Brooklyn,40.7288,-73.95408,Entire home/apt,70,13,8,0
22563,Brooklyn,40.67158,-73.96007,Entire home/apt,46,30,25,0
22564,Manhattan,40.865120000000005,-73.92172,Entire home/apt,70,20,17,0
22565,Manhattan,40.76658,-73.99335,Entire home/apt,250,4,0,0
22566,Brooklyn,40.68318,-73.92529,Private room,70,28,14,265
22567,Manhattan,40.72842,-73.98679,Private room,140,4,11,0
22568,Manhattan,40.785709999999995,-73.97649,Private room,150,1,0,0
22569,Manhattan,40.73957,-73.98233,Entire home/apt,168,7,10,0
22570,Brooklyn,40.62,-73.95489,Entire home/apt,85,5,15,105
22571,Brooklyn,40.63602,-73.93105,Private room,50,30,32,64
22572,Manhattan,40.764590000000005,-73.99035,Private room,99,1,159,178
22573,Brooklyn,40.686609999999995,-73.91707,Private room,65,2,2,0
22574,Manhattan,40.70689,-74.00671,Entire home/apt,145,3,87,140
22575,Queens,40.69104,-73.82204,Private room,50,1,102,354
22576,Manhattan,40.823409999999996,-73.94444,Private room,39,30,3,282
22577,Brooklyn,40.716840000000005,-73.94256,Private room,200,4,2,0
22578,Brooklyn,40.704640000000005,-73.91556,Private room,69,2,23,145
22579,Manhattan,40.7402,-73.999,Entire home/apt,300,30,51,126
22580,Brooklyn,40.705490000000005,-73.91526999999999,Private room,69,2,34,319
22581,Queens,40.75527,-73.90835,Private room,40,31,2,362
22582,Brooklyn,40.69095,-73.95861,Entire home/apt,160,5,11,0
22583,Manhattan,40.76013,-73.96566,Shared room,99,3,6,0
22584,Brooklyn,40.704570000000004,-73.91603,Private room,29,2,40,319
22585,Brooklyn,40.73434,-73.94185999999999,Private room,55,5,0,0
22586,Manhattan,40.7239,-73.99678,Entire home/apt,850,30,7,365
22587,Brooklyn,40.696020000000004,-73.99253,Private room,75,3,1,0
22588,Brooklyn,40.70596,-73.92182,Private room,60,1,83,175
22589,Brooklyn,40.72112,-73.96034,Entire home/apt,249,60,2,0
22590,Brooklyn,40.70765,-73.92159000000001,Private room,69,2,16,0
22591,Manhattan,40.70438,-74.00894,Private room,100,1,0,0
22592,Brooklyn,40.69314,-73.9449,Private room,75,1,14,89
22593,Manhattan,40.76692,-73.98548000000001,Private room,179,2,34,84
22594,Staten Island,40.58023,-74.10725,Entire home/apt,80,3,68,50
22595,Brooklyn,40.68707,-73.9349,Entire home/apt,196,2,88,9
22596,Manhattan,40.84946,-73.93126,Private room,43,5,1,0
22597,Manhattan,40.75383,-73.99733,Shared room,145,4,0,0
22598,Manhattan,40.86396,-73.9267,Private room,50,5,2,0
22599,Manhattan,40.766,-73.98945,Private room,99,1,134,176
22600,Manhattan,40.82205,-73.95335,Private room,80,2,18,55
22601,Manhattan,40.729820000000004,-73.98076,Entire home/apt,118,2,4,0
22602,Queens,40.70787,-73.90961,Private room,55,1,21,0
22603,Brooklyn,40.68312,-73.9592,Entire home/apt,200,7,9,269
22604,Manhattan,40.7242,-73.97776999999999,Private room,150,1,0,0
22605,Brooklyn,40.63136,-73.90921,Entire home/apt,125,1,26,360
22606,Manhattan,40.77138,-73.94973,Entire home/apt,145,1,15,0
22607,Manhattan,40.766059999999996,-73.99077,Private room,99,1,155,179
22608,Brooklyn,40.719190000000005,-73.95789,Private room,80,2,1,0
22609,Manhattan,40.74672,-74.00187,Entire home/apt,195,6,33,1
22610,Brooklyn,40.68435,-73.9274,Private room,42,14,4,0
22611,Manhattan,40.84098,-73.937,Private room,53,30,11,354
22612,Brooklyn,40.688179999999996,-73.99483000000001,Entire home/apt,125,4,3,0
22613,Manhattan,40.764309999999995,-73.9891,Private room,99,1,147,174
22614,Manhattan,40.749109999999995,-74.00125,Entire home/apt,210,28,4,95
22615,Manhattan,40.81358,-73.94296,Entire home/apt,177,3,71,199
22616,Manhattan,40.8058,-73.9652,Entire home/apt,145,1,0,0
22617,Manhattan,40.87492,-73.91164,Private room,44,5,18,349
22618,Manhattan,40.727340000000005,-73.98338000000001,Private room,85,3,5,9
22619,Brooklyn,40.68775,-73.95997,Entire home/apt,150,4,8,0
22620,Queens,40.75884,-73.81477,Private room,70,3,88,358
22621,Brooklyn,40.636759999999995,-73.95033000000001,Private room,150,2,0,0
22622,Manhattan,40.80514,-73.95115,Entire home/apt,125,2,98,247
22623,Manhattan,40.75242,-73.97112,Private room,200,3,0,0
22624,Staten Island,40.634640000000005,-74.07842,Private room,55,1,13,362
22625,Brooklyn,40.730340000000005,-73.9527,Private room,69,10,6,156
22626,Manhattan,40.72615,-74.00097,Entire home/apt,215,1,83,214
22627,Brooklyn,40.69449,-73.92629000000001,Entire home/apt,235,3,4,0
22628,Brooklyn,40.64275,-74.00183,Private room,42,2,7,0
22629,Brooklyn,40.69531,-73.93276,Private room,180,2,31,131
22630,Manhattan,40.804559999999995,-73.96521,Private room,125,1,4,0
22631,Brooklyn,40.68854,-73.96848,Entire home/apt,160,4,7,0
22632,Manhattan,40.82443,-73.94154,Private room,100,2,43,120
22633,Manhattan,40.823479999999996,-73.94581,Private room,39,30,5,202
22634,Brooklyn,40.64519,-73.89054,Private room,71,2,2,364
22635,Manhattan,40.76482,-73.96061,Entire home/apt,1475,1,1,362
22636,Manhattan,40.78093,-73.95499000000001,Private room,100,5,71,66
22637,Manhattan,40.764759999999995,-73.98456999999999,Entire home/apt,180,4,79,211
22638,Brooklyn,40.66405,-73.98512,Private room,79,14,9,101
22639,Brooklyn,40.67922,-73.94937,Private room,60,4,39,338
22640,Manhattan,40.747690000000006,-73.9784,Entire home/apt,160,1,141,90
22641,Manhattan,40.744040000000005,-73.97985,Private room,110,3,59,51
22642,Manhattan,40.79871,-73.96800999999999,Private room,193,6,3,0
22643,Queens,40.70442,-73.89602,Private room,50,2,29,0
22644,Brooklyn,40.6838,-73.998,Entire home/apt,250,2,7,0
22645,Queens,40.743990000000004,-73.95472,Private room,72,3,11,341
22646,Brooklyn,40.70733,-73.92996,Private room,50,4,6,0
22647,Brooklyn,40.71937,-73.94556,Private room,35,2,0,0
22648,Brooklyn,40.675740000000005,-73.98028000000001,Private room,90,2,8,0
22649,Manhattan,40.76597,-73.98379,Entire home/apt,325,5,84,69
22650,Queens,40.700359999999996,-73.90238000000001,Entire home/apt,79,9,11,3
22651,Manhattan,40.71602,-73.99293,Private room,180,1,1,0
22652,Brooklyn,40.72749,-73.9406,Entire home/apt,129,30,0,5
22653,Brooklyn,40.718709999999994,-73.94499,Entire home/apt,125,1,0,0
22654,Brooklyn,40.69408,-73.92307,Entire home/apt,160,3,7,23
22655,Queens,40.756370000000004,-73.81576,Private room,100,2,63,335
22656,Brooklyn,40.64632,-73.98343,Entire home/apt,110,40,0,118
22657,Manhattan,40.72166,-73.98893000000001,Entire home/apt,278,5,53,30
22658,Manhattan,40.788579999999996,-73.94946999999999,Private room,100,1,1,0
22659,Manhattan,40.73376,-74.00095,Entire home/apt,350,3,0,0
22660,Manhattan,40.81906,-73.95654,Entire home/apt,200,1,4,365
22661,Brooklyn,40.65274,-73.95848000000001,Private room,39,2,7,0
22662,Brooklyn,40.65372,-73.8828,Private room,99,2,50,180
22663,Manhattan,40.80355,-73.94646999999999,Entire home/apt,110,30,3,249
22664,Manhattan,40.78975,-73.97154,Private room,250,3,78,246
22665,Brooklyn,40.694320000000005,-73.92035,Private room,199,4,2,179
22666,Brooklyn,40.66939,-73.95832,Entire home/apt,150,3,2,0
22667,Manhattan,40.82439,-73.94014,Private room,55,1,4,0
22668,Brooklyn,40.693740000000005,-73.94764,Private room,60,1,3,0
22669,Manhattan,40.76534,-73.9894,Private room,65,5,31,54
22670,Queens,40.74295,-73.78962,Private room,45,1,8,0
22671,Manhattan,40.729,-73.98195,Entire home/apt,150,30,3,0
22672,Queens,40.7648,-73.92081,Private room,50,1,6,0
22673,Brooklyn,40.71099,-73.95825,Private room,250,1,0,0
22674,Manhattan,40.80897,-73.95651,Entire home/apt,120,14,5,79
22675,Brooklyn,40.68874,-73.95684,Private room,54,2,14,0
22676,Manhattan,40.78693,-73.97558000000001,Entire home/apt,150,30,1,188
22677,Brooklyn,40.70771,-73.95324000000001,Private room,100,1,60,78
22678,Manhattan,40.704679999999996,-74.00721999999999,Entire home/apt,130,3,19,244
22679,Manhattan,40.72477,-73.99534,Private room,95,4,25,38
22680,Brooklyn,40.680170000000004,-73.91379,Private room,36,30,15,0
22681,Manhattan,40.7839,-73.94823000000001,Private room,115,2,36,3
22682,Brooklyn,40.725640000000006,-73.93989,Entire home/apt,199,30,3,310
22683,Manhattan,40.79126,-73.94663,Entire home/apt,195,2,87,213
22684,Manhattan,40.764379999999996,-73.9886,Entire home/apt,350,1,96,253
22685,Brooklyn,40.70426,-73.92489,Private room,72,3,12,0
22686,Manhattan,40.76765,-73.95506999999999,Entire home/apt,145,10,4,0
22687,Queens,40.58938,-73.79446999999999,Private room,48,1,62,3
22688,Brooklyn,40.6924,-73.94825,Private room,35,20,0,0
22689,Brooklyn,40.660090000000004,-73.94009,Private room,42,2,0,0
22690,Brooklyn,40.69481,-73.98422,Entire home/apt,225,1,15,87
22691,Manhattan,40.77827,-73.97673,Entire home/apt,149,7,5,10
22692,Manhattan,40.7183,-73.98639,Private room,75,2,4,0
22693,Manhattan,40.866890000000005,-73.92353,Private room,46,1,14,0
22694,Queens,40.654109999999996,-73.83191,Private room,100,2,0,0
22695,Manhattan,40.762170000000005,-73.98765,Private room,130,4,91,254
22696,Manhattan,40.8136,-73.93606,Entire home/apt,150,2,39,0
22697,Brooklyn,40.72211,-73.94215,Entire home/apt,145,2,20,98
22698,Brooklyn,40.68805,-73.96114,Private room,95,2,45,43
22699,Brooklyn,40.693059999999996,-73.91918000000001,Private room,49,2,24,0
22700,Manhattan,40.769890000000004,-73.98229,Entire home/apt,220,30,4,124
22701,Brooklyn,40.68812,-73.97545,Entire home/apt,200,30,1,188
22702,Brooklyn,40.680170000000004,-73.95182,Entire home/apt,150,1,131,185
22703,Brooklyn,40.692859999999996,-73.93746999999999,Private room,30,1,9,0
22704,Brooklyn,40.680640000000004,-73.9463,Private room,187,2,31,35
22705,Brooklyn,40.68408,-73.92498,Private room,85,28,9,189
22706,Brooklyn,40.69234,-73.95993,Private room,54,2,8,0
22707,Brooklyn,40.66302,-73.95144,Entire home/apt,175,2,104,168
22708,Bronx,40.846470000000004,-73.89299,Private room,38,2,33,327
22709,Bronx,40.85487,-73.91391,Private room,53,3,55,80
22710,Manhattan,40.729079999999996,-73.9797,Private room,145,4,64,136
22711,Brooklyn,40.6701,-73.98917,Entire home/apt,173,2,100,18
22712,Brooklyn,40.68435,-73.94135,Entire home/apt,150,3,40,170
22713,Manhattan,40.74988,-73.99553,Entire home/apt,89,110,6,332
22714,Brooklyn,40.65319,-73.97621,Entire home/apt,200,2,100,244
22715,Brooklyn,40.66989,-73.98756999999999,Entire home/apt,120,2,86,185
22716,Brooklyn,40.70341,-73.9292,Private room,54,2,3,0
22717,Brooklyn,40.668620000000004,-73.94664,Private room,50,1,6,0
22718,Brooklyn,40.67102,-73.93999000000001,Private room,45,14,10,322
22719,Brooklyn,40.67051,-73.94014,Private room,59,15,3,311
22720,Manhattan,40.79864,-73.96364,Entire home/apt,149,3,0,0
22721,Manhattan,40.71933,-73.99,Entire home/apt,142,4,2,187
22722,Manhattan,40.765370000000004,-73.98855,Private room,120,2,32,90
22723,Brooklyn,40.69455,-73.9341,Private room,70,2,13,0
22724,Brooklyn,40.68741,-73.95581999999999,Entire home/apt,200,1,37,5
22725,Brooklyn,40.73312,-73.95754000000001,Entire home/apt,299,2,76,0
22726,Brooklyn,40.66019,-73.94885,Entire home/apt,80,14,1,0
22727,Brooklyn,40.65044,-73.97296,Private room,60,2,3,0
22728,Manhattan,40.75358,-73.9919,Shared room,99,1,1,365
22729,Manhattan,40.803329999999995,-73.96693,Private room,60,14,0,0
22730,Brooklyn,40.69944,-73.94527,Private room,46,2,71,309
22731,Brooklyn,40.65062,-73.93486999999999,Private room,60,2,20,190
22732,Brooklyn,40.6845,-73.99024,Entire home/apt,175,4,4,0
22733,Manhattan,40.82452,-73.94511999999999,Private room,75,14,7,310
22734,Queens,40.75562,-73.80813,Private room,180,1,0,0
22735,Manhattan,40.84662,-73.93436,Private room,70,1,23,138
22736,Manhattan,40.72681,-73.98401,Entire home/apt,190,1,105,306
22737,Bronx,40.82942,-73.87564,Private room,60,2,89,30
22738,Bronx,40.83081,-73.87586999999999,Private room,45,2,74,34
22739,Brooklyn,40.651070000000004,-74.01096,Entire home/apt,450,1,5,179
22740,Queens,40.76736,-73.91685,Entire home/apt,99,4,1,0
22741,Manhattan,40.82359,-73.94433000000001,Private room,37,30,4,291
22742,Brooklyn,40.67139,-73.93930999999999,Entire home/apt,100,7,1,78
22743,Queens,40.72571,-73.84944,Entire home/apt,197,3,24,0
22744,Brooklyn,40.70882,-73.95445,Private room,90,2,4,0
22745,Brooklyn,40.6809,-73.96726,Entire home/apt,188,2,59,28
22746,Manhattan,40.72827,-74.00083000000001,Entire home/apt,110,10,2,0
22747,Brooklyn,40.64246,-73.9538,Entire home/apt,175,7,3,0
22748,Manhattan,40.84745,-73.94116,Private room,100,2,102,213
22749,Manhattan,40.83099,-73.9444,Entire home/apt,295,1,52,256
22750,Queens,40.75763,-73.83157,Entire home/apt,99,2,88,120
22751,Manhattan,40.79872,-73.96173,Private room,70,1,1,0
22752,Manhattan,40.8398,-73.94384000000001,Private room,55,21,8,38
22753,Staten Island,40.6348,-74.07734,Private room,65,1,37,356
22754,Manhattan,40.812529999999995,-73.93952,Entire home/apt,99,5,35,1
22755,Manhattan,40.71495,-73.99056,Private room,60,1,6,0
22756,Manhattan,40.74559,-73.98216,Entire home/apt,259,7,0,0
22757,Manhattan,40.780809999999995,-73.98080999999999,Entire home/apt,159,30,0,342
22758,Manhattan,40.79737,-73.93185,Entire home/apt,300,3,53,104
22759,Brooklyn,40.663990000000005,-73.98301,Entire home/apt,210,3,5,3
22760,Manhattan,40.72948,-74.00961,Entire home/apt,195,30,1,365
22761,Manhattan,40.73433,-73.98216,Entire home/apt,96,1,3,0
22762,Brooklyn,40.648959999999995,-73.94317,Entire home/apt,80,3,38,78
22763,Manhattan,40.778220000000005,-73.95136,Entire home/apt,160,31,7,330
22764,Queens,40.75538,-73.93455,Private room,199,1,6,53
22765,Manhattan,40.8236,-73.94412,Private room,35,30,7,78
22766,Manhattan,40.7627,-73.98836999999999,Private room,80,3,42,172
22767,Manhattan,40.78908,-73.94216,Private room,35,1,0,0
22768,Brooklyn,40.71188,-73.94386999999999,Private room,55,5,9,20
22769,Brooklyn,40.706790000000005,-73.92295,Entire home/apt,207,2,78,231
22770,Queens,40.7742,-73.90808,Private room,59,1,77,198
22771,Brooklyn,40.67795,-73.92524,Private room,75,1,70,220
22772,Queens,40.73702,-73.92657,Private room,49,7,4,90
22773,Brooklyn,40.66556,-73.88323000000001,Entire home/apt,115,2,118,121
22774,Manhattan,40.86027,-73.9264,Private room,40,2,3,276
22775,Bronx,40.86718,-73.86235,Private room,33,1,0,179
22776,Brooklyn,40.58654,-73.98858,Private room,199,3,0,363
22777,Brooklyn,40.70159,-73.92115,Entire home/apt,93,30,1,45
22778,Manhattan,40.73075,-74.00222,Entire home/apt,159,4,6,0
22779,Manhattan,40.72002,-73.99629,Entire home/apt,150,3,12,0
22780,Manhattan,40.7049,-74.00617,Entire home/apt,86,70,5,203
22781,Brooklyn,40.703509999999994,-73.93092,Private room,75,1,0,0
22782,Manhattan,40.823890000000006,-73.95266,Private room,57,2,0,0
22783,Manhattan,40.76442,-73.99458,Entire home/apt,200,30,1,330
22784,Bronx,40.849920000000004,-73.90346,Private room,50,1,6,0
22785,Manhattan,40.77409,-73.94995,Private room,120,2,9,0
22786,Manhattan,40.8637,-73.92826,Entire home/apt,100,2,0,0
22787,Brooklyn,40.67757,-73.94913000000001,Entire home/apt,90,31,62,269
22788,Brooklyn,40.6913,-73.96099,Private room,50,2,3,0
22789,Brooklyn,40.62934,-73.96343,Entire home/apt,100,3,62,108
22790,Manhattan,40.84257,-73.93805,Private room,35,30,1,0
22791,Brooklyn,40.702940000000005,-73.94152,Entire home/apt,94,2,29,1
22792,Brooklyn,40.69063,-73.91224,Entire home/apt,190,3,42,303
22793,Manhattan,40.72598,-73.98934,Private room,86,3,1,0
22794,Manhattan,40.76547,-73.98216,Entire home/apt,199,30,0,189
22795,Manhattan,40.8677,-73.9225,Private room,55,2,4,0
22796,Manhattan,40.73401,-73.9814,Entire home/apt,226,2,15,0
22797,Brooklyn,40.70369,-73.98306,Entire home/apt,186,30,1,1
22798,Manhattan,40.72724,-73.98291,Entire home/apt,170,7,9,0
22799,Manhattan,40.76208,-73.94954,Private room,100,2,85,211
